"GENNO","SPNO","GrowthForm","Frequency"
1534,70,"Geophyte","commonly"
1534,70,"Herb","commonly"
1535,7,"Herb","commonly"
1535,7,"Geophyte","commonly"
1533,29,"Herb","commonly"
1533,29,"Geophyte","commonly"
1515,19,"Herb","commonly"
1971,1,"Tree","commonly"
1971,1,"Shrub","commonly"
1397,2,"Herb","commonly"
1497,7,"Tree","commonly"
1497,7,"Shrub","commonly"
1515,4,"Herb","commonly"
1515,5,"Herb","commonly"
1533,4,"Herb","commonly"
1533,4,"Geophyte","commonly"
1515,17,"Herb","commonly"
1535,79,"Herb","commonly"
1535,79,"Geophyte","commonly"
1515,24,"Herb","commonly"
1515,29,"Herb","commonly"
1515,31,"Herb","commonly"
1515,34,"Herb","commonly"
1515,37,"Herb","commonly"
1515,38,"Herb","commonly"
1515,48,"Herb","commonly"
1515,7,"Herb","commonly"
1549,213,"Geophyte","commonly"
1549,213,"Herb","commonly"
1535,45,"Herb","commonly"
1535,45,"Geophyte","commonly"
1554,95,"Herb","commonly"
1554,95,"Geophyte","commonly"
1554,96,"Herb","commonly"
1554,96,"Geophyte","commonly"
1556,19,"Herb","commonly"
1556,19,"Geophyte","commonly"
1556,26,"Herb","commonly"
1556,26,"Geophyte","commonly"
1556,28,"Herb","commonly"
1556,28,"Geophyte","commonly"
1556,35,"Herb","commonly"
1556,35,"Geophyte","commonly"
1549,168,"Geophyte","commonly"
1549,168,"Herb","commonly"
1557,83,"Herb","commonly"
1557,83,"Geophyte","commonly"
1549,155,"Geophyte","commonly"
1549,155,"Herb","occasionally"
1557,24,"Herb","commonly"
1557,24,"Geophyte","commonly"
1549,53,"Geophyte","commonly"
1549,53,"Herb","commonly"
1535,82,"Herb","commonly"
1535,82,"Geophyte","commonly"
1537,34,"Herb","commonly"
1537,34,"Geophyte","commonly"
1542,6,"Geophyte","commonly"
1542,6,"Herb","commonly"
1547,37,"Herb","commonly"
1547,37,"Geophyte","commonly"
1547,38,"Herb","commonly"
1547,38,"Geophyte","commonly"
1547,39,"Herb","commonly"
1547,39,"Geophyte","commonly"
1549,14,"Geophyte","commonly"
1549,14,"Herb","commonly"
1549,192,"Geophyte","commonly"
1549,43,"Geophyte","commonly"
1549,43,"Herb","commonly"
1549,159,"Geophyte","commonly"
1549,159,"Herb","commonly"
1549,62,"Geophyte","commonly"
1549,62,"Herb","commonly"
1549,68,"Geophyte","commonly"
1549,68,"Herb","commonly"
1549,99,"Geophyte","commonly"
1549,99,"Herb","commonly"
1549,122,"Geophyte","commonly"
1549,122,"Herb","commonly"
1603,15,"Geophyte","commonly"
1549,16,"Geophyte","commonly"
1549,16,"Herb","commonly"
2207,8,"Herb","commonly"
2207,6,"Herb","commonly"
2207,15,"Herb","commonly"
2206,281,"Herb","commonly"
2206,281,"Succulent","commonly"
2206,212,"Herb","commonly"
2206,212,"Succulent","commonly"
2206,258,"Succulent","commonly"
2206,258,"Shrub","commonly"
2206,258,"Tree","commonly"
1777,3,"Geophyte","commonly"
1777,3,"Climber","commonly"
2206,108,"Succulent","commonly"
2206,108,"Herb","commonly"
2207,10,"Herb","commonly"
2206,226,"Succulent","commonly"
2206,226,"Tree","commonly"
2206,148,"Succulent","commonly"
2206,148,"Tree","commonly"
1777,18,"Climber","commonly"
1777,18,"Geophyte","commonly"
2206,134,"Herb","commonly"
2206,134,"Succulent","commonly"
2206,134,"Geophyte","commonly"
2207,11,"Herb","commonly"
2207,12,"Herb","commonly"
2206,239,"Succulent","commonly"
2206,239,"Shrub","commonly"
2206,239,"Tree","commonly"
2206,170,"Herb","commonly"
2206,170,"Succulent","commonly"
2206,150,"Herb","commonly"
2206,150,"Succulent","commonly"
3795,74,"Geophyte","commonly"
3798,13,"Geophyte","commonly"
3798,16,"Geophyte","commonly"
3814,103,"Geophyte","commonly"
3991,1,"Geophyte","commonly"
3795,64,"Geophyte","commonly"
3795,70,"Geophyte","commonly"
3795,75,"Geophyte","commonly"
3796,23,"Geophyte","commonly"
3795,72,"Geophyte","commonly"
3631,6,"Herb","commonly"
3798,11,"Geophyte","commonly"
3998,17,"Geophyte","commonly"
3795,69,"Geophyte","commonly"
4051,10,"Herb","commonly"
3814,117,"Geophyte","commonly"
3796,21,"Geophyte","commonly"
4051,1,"Herb","commonly"
4051,2,"Herb","commonly"
4051,5,"Herb","commonly"
3823,20,"Succulent","commonly"
3823,20,"Shrub","commonly"
3795,22,"Geophyte","commonly"
4051,7,"Herb","commonly"
3795,92,"Geophyte","commonly"
3796,50,"Geophyte","commonly"
3798,6,"Geophyte","commonly"
3796,51,"Geophyte","commonly"
3814,119,"Geophyte","commonly"
3796,58,"Geophyte","commonly"
3796,8,"Geophyte","commonly"
3796,70,"Geophyte","commonly"
3796,74,"Geophyte","commonly"
3796,92,"Geophyte","commonly"
3798,4,"Geophyte","commonly"
3436,4,"Tree","commonly"
3814,10,"Geophyte","commonly"
3795,57,"Geophyte","commonly"
2678,63,"Climber","commonly"
2678,63,"Succulent","commonly"
3795,24,"Geophyte","commonly"
3814,14,"Geophyte","commonly"
3539,11,"Geophyte","commonly"
3539,11,"Lithophyte","commonly"
3539,11,"Herb","commonly"
3814,17,"Geophyte","commonly"
3814,19,"Geophyte","commonly"
3554,8,"Geophyte","commonly"
3554,8,"Herb","commonly"
3554,8,"Lithophyte","commonly"
2678,64,"Climber","commonly"
2678,64,"Succulent","commonly"
3814,25,"Geophyte","commonly"
3814,83,"Geophyte","commonly"
3814,35,"Geophyte","commonly"
2640,2,"Geophyte","commonly"
3839,6,"Geophyte","commonly"
3839,6,"Herb","commonly"
3839,6,"Lithophyte","commonly"
3814,45,"Geophyte","commonly"
3814,46,"Geophyte","commonly"
3843,1,"Tree","commonly"
3795,19,"Geophyte","commonly"
3795,32,"Geophyte","commonly"
3131,2,"Herb","commonly"
3795,36,"Geophyte","commonly"
3795,26,"Geophyte","commonly"
3795,37,"Geophyte","commonly"
3812,15,"Geophyte","commonly"
3795,41,"Geophyte","commonly"
3795,48,"Geophyte","commonly"
3795,30,"Geophyte","commonly"
3795,51,"Geophyte","commonly"
3795,23,"Geophyte","commonly"
3795,11,"Geophyte","commonly"
3795,2,"Geophyte","commonly"
3792,8,"Geophyte","commonly"
3792,2,"Geophyte","commonly"
3812,2,"Geophyte","commonly"
3790,10,"Geophyte","commonly"
3790,7,"Geophyte","commonly"
3790,4,"Geophyte","commonly"
3812,10,"Geophyte","commonly"
3812,11,"Geophyte","commonly"
3795,49,"Geophyte","commonly"
4117,5,"Herb","commonly"
4117,6,"Herb","commonly"
4117,31,"Herb","commonly"
4117,46,"Herb","commonly"
4122,6,"Succulent","commonly"
4122,6,"Shrub","commonly"
4117,32,"Herb","commonly"
1093,268,"Suffrutex","commonly"
2215,205,"Succulent","commonly"
2215,185,"Succulent","commonly"
1093,335,"Suffrutex","commonly"
2087,50,"Geophyte","commonly"
2087,50,"Hydrophyte","commonly"
4117,209,"Herb","commonly"
4117,208,"Herb","commonly"
4117,222,"Herb","commonly"
4117,233,"Herb","commonly"
3792,9,"Geophyte","commonly"
3796,141,"Geophyte","commonly"
3790,20,"Geophyte","commonly"
2087,39,"Geophyte","commonly"
4117,178,"Herb","commonly"
3152,549,"Succulent","commonly"
3152,549,"Herb","commonly"
4117,234,"Herb","commonly"
3796,107,"Geophyte","commonly"
4117,157,"Herb","commonly"
2087,51,"Geophyte","commonly"
2206,659,"Herb","commonly"
4117,193,"Herb","commonly"
4117,182,"Herb","commonly"
4117,189,"Herb","commonly"
4117,191,"Herb","commonly"
4117,266,"Herb","commonly"
4117,148,"Herb","commonly"
4117,151,"Herb","commonly"
4117,80,"Herb","commonly"
4118,94,"Herb","commonly"
1533,88,"Geophyte","occasionally"
1533,88,"Herb","commonly"
1533,97,"Geophyte","commonly"
1533,97,"Herb","commonly"
4117,265,"Herb","commonly"
4118,91,"Herb","commonly"
3795,118,"Geophyte","commonly"
3795,117,"Geophyte","commonly"
3790,22,"Geophyte","commonly"
1534,122,"Geophyte","commonly"
1534,122,"Herb","commonly"
2215,648,"Succulent","commonly"
2215,648,"Herb","commonly"
2215,650,"Succulent","commonly"
2215,647,"Succulent","commonly"
2215,643,"Succulent","commonly"
2215,644,"Succulent","commonly"
2215,645,"Succulent","commonly"
2215,646,"Succulent","commonly"
417,5,"Herb","commonly"
417,5,"Climber","commonly"
581,23,"Climber","commonly"
581,23,"Dwarf shrub","commonly"
349,119,"Herb","commonly"
417,19,"Herb","commonly"
417,19,"Climber","commonly"
357,386,"Herb","commonly"
483,22,"Herb","commonly"
483,18,"Herb","commonly"
357,304,"Shrub","commonly"
357,223,"Herb","commonly"
398,1,"Herb","commonly"
483,5,"Herb","commonly"
450,203,"Herb","commonly"
357,177,"Herb","commonly"
357,278,"Herb","commonly"
398,3,"Shrub","commonly"
398,50,"Herb","commonly"
357,265,"Herb","commonly"
398,111,"Herb","commonly"
357,259,"Shrub","commonly"
357,259,"Tree","commonly"
398,112,"Shrub","commonly"
398,112,"Herb","commonly"
728,72,"Climber","commonly"
728,72,"Shrub","commonly"
728,97,"Dwarf shrub","commonly"
728,85,"Climber","commonly"
728,83,"Dwarf shrub","commonly"
728,80,"Shrub","commonly"
341,23,"Tree","commonly"
225,1,"Herb","commonly"
225,1,"Climber","commonly"
728,63,"Shrub","commonly"
728,32,"Shrub","commonly"
728,32,"Dwarf shrub","commonly"
728,22,"Shrub","commonly"
728,21,"Climber","commonly"
728,19,"Shrub","commonly"
367,7,"Shrub","commonly"
367,7,"Tree","commonly"
709,7,"Shrub","commonly"
709,7,"Tree","commonly"
618,9,"Geophyte","commonly"
618,9,"Lithophyte","commonly"
618,9,"Herb","commonly"
728,108,"Shrub","commonly"
450,21,"Herb","commonly"
450,21,"Climber","commonly"
450,21,"Creeper","commonly"
2215,307,"Succulent","commonly"
2215,302,"Succulent","commonly"
2215,304,"Succulent","commonly"
370,65,"Dwarf shrub","commonly"
370,65,"Herb","commonly"
2215,301,"Succulent","commonly"
2215,308,"Succulent","commonly"
357,860,"Shrub","commonly"
357,52,"Herb","commonly"
357,52,"Dwarf shrub","commonly"
3823,27,"Succulent","commonly"
3823,27,"Shrub","commonly"
389,390,"Tree","commonly"
3823,8,"Succulent","commonly"
3823,8,"Dwarf shrub","commonly"
4050,1,"Herb","commonly"
3901,22,"Herb","commonly"
3924,12,"Suffrutex","commonly"
3924,4,"Suffrutex","commonly"
3901,5,"Herb","commonly"
3924,5,"Suffrutex","commonly"
3901,6,"Herb","commonly"
3901,21,"Herb","commonly"
3924,6,"Suffrutex","commonly"
3901,23,"Shrub","commonly"
3901,23,"Herb","commonly"
3924,11,"Suffrutex","commonly"
269,69,"Dwarf shrub","commonly"
269,70,"Herb","commonly"
269,71,"Dwarf shrub","commonly"
2912,34,"Parasite","commonly"
2912,34,"Shrub","commonly"
1194,15,"Graminoid","commonly"
1172,4,"Graminoid","commonly"
1172,9,"Graminoid","commonly"
1172,10,"Graminoid","commonly"
1196,2,"Graminoid","commonly"
1172,3,"Graminoid","commonly"
1172,13,"Graminoid","commonly"
2078,20,"Geophyte","commonly"
2077,16,"Geophyte","commonly"
2074,3,"Geophyte","commonly"
2047,1,"Geophyte","commonly"
2215,21,"Succulent","commonly"
2215,176,"Succulent","commonly"
2045,4,"Geophyte","commonly"
2078,9,"Geophyte","commonly"
1535,68,"Herb","commonly"
1535,68,"Geophyte","commonly"
2098,22,"Geophyte","commonly"
2098,18,"Geophyte","commonly"
2098,19,"Geophyte","commonly"
3814,99,"Geophyte","commonly"
3814,96,"Geophyte","commonly"
3796,53,"Geophyte","commonly"
3814,118,"Geophyte","commonly"
3814,115,"Geophyte","commonly"
3814,120,"Geophyte","commonly"
3814,95,"Geophyte","commonly"
3814,94,"Geophyte","commonly"
3814,40,"Geophyte","commonly"
3814,116,"Geophyte","commonly"
3814,38,"Geophyte","commonly"
3814,112,"Geophyte","commonly"
3814,20,"Geophyte","commonly"
3814,32,"Geophyte","commonly"
3814,31,"Geophyte","commonly"
3814,18,"Geophyte","commonly"
3814,12,"Geophyte","commonly"
3814,22,"Geophyte","commonly"
3814,28,"Geophyte","commonly"
3814,110,"Geophyte","commonly"
3814,7,"Geophyte","commonly"
3814,37,"Geophyte","commonly"
3814,33,"Geophyte","commonly"
3814,82,"Geophyte","commonly"
3814,34,"Geophyte","commonly"
3814,36,"Geophyte","commonly"
3814,6,"Geophyte","commonly"
3814,9,"Geophyte","commonly"
3814,30,"Geophyte","commonly"
3814,63,"Geophyte","commonly"
3814,59,"Geophyte","commonly"
3814,57,"Geophyte","commonly"
3814,29,"Geophyte","commonly"
3814,56,"Geophyte","commonly"
3814,55,"Geophyte","commonly"
3814,54,"Geophyte","commonly"
3814,51,"Geophyte","commonly"
3814,64,"Geophyte","commonly"
3814,66,"Geophyte","commonly"
3814,50,"Geophyte","commonly"
3814,48,"Geophyte","commonly"
3814,70,"Geophyte","commonly"
3814,67,"Geophyte","commonly"
3814,72,"Geophyte","commonly"
2215,298,"Succulent","commonly"
2215,299,"Succulent","commonly"
1549,202,"Geophyte","commonly"
1549,202,"Herb","commonly"
2088,22,"Geophyte","commonly"
2878,26,"Herb","commonly"
1820,488,"Dwarf shrub","commonly"
1820,71,"Shrub","commonly"
1820,140,"Dwarf shrub","commonly"
1820,348,"Dwarf shrub","commonly"
1820,142,"Dwarf shrub","commonly"
1820,720,"Dwarf shrub","commonly"
1993,18,"Dwarf shrub","commonly"
1820,487,"Dwarf shrub","commonly"
1820,486,"Shrub","commonly"
1820,282,"Dwarf shrub","commonly"
1820,718,"Shrub","commonly"
1820,893,"Shrub","commonly"
1820,809,"Dwarf shrub","commonly"
1820,761,"Shrub","commonly"
1820,761,"Dwarf shrub","commonly"
3865,2,"Herb","commonly"
3359,98,"Shrub","commonly"
3359,98,"Dwarf shrub","occasionally"
3952,19,"Herb","commonly"
1820,1332,"Shrub","commonly"
627,12,"Herb","commonly"
2598,15,"Dwarf shrub","commonly"
2598,20,"Shrub","commonly"
2598,9,"Dwarf shrub","commonly"
1820,811,"Dwarf shrub","commonly"
1820,856,"Shrub","commonly"
3956,8,"Herb","commonly"
2215,23,"Succulent","commonly"
2215,124,"Succulent","commonly"
2215,141,"Succulent","commonly"
2215,125,"Succulent","commonly"
2215,392,"Succulent","commonly"
2215,362,"Succulent","always"
2215,361,"Succulent","always"
2215,363,"Succulent","always"
2215,360,"Succulent","always"
799,125,"Shrub","commonly"
799,125,"Tree","commonly"
799,25,"Tree","commonly"
799,35,"Dwarf shrub","commonly"
799,35,"Shrub","commonly"
799,102,"Dwarf shrub","commonly"
1185,39,"Graminoid","commonly"
1172,12,"Graminoid","commonly"
1153,3,"Graminoid","commonly"
1164,7,"Graminoid","commonly"
1156,6,"Graminoid","commonly"
1625,69,"Herb","commonly"
1625,69,"Climber","commonly"
3846,1,"Shrub","occasionally"
3846,1,"Tree","commonly"
764,9,"Bryophyte","commonly"
3372,14,"Tree","commonly"
7658,1,"Shrub","commonly"
7658,1,"Herb","commonly"
483,27,"Herb","commonly"
481,15,"Herb","commonly"
481,11,"Herb","commonly"
481,14,"Herb","commonly"
481,13,"Herb","commonly"
481,12,"Herb","commonly"
3416,1,"Tree","commonly"
1554,29,"Herb","commonly"
1554,29,"Geophyte","commonly"
1554,77,"Herb","commonly"
1554,77,"Geophyte","commonly"
1554,89,"Herb","commonly"
1554,89,"Geophyte","commonly"
598,8,"Herb","commonly"
2365,11,"Lichen","commonly"
3467,28,"Helophyte","occasionally"
3467,28,"Tenagophyte","occasionally"
3467,28,"Carnivore","always"
3467,28,"Herb","occasionally"
3619,7,"Herb","commonly"
3619,7,"Hydrophyte","commonly"
3941,9,"Herb","commonly"
1820,889,"Dwarf shrub","commonly"
1121,25,"Herb","commonly"
1820,102,"Dwarf shrub","commonly"
1121,20,"Herb","commonly"
1820,747,"Dwarf shrub","commonly"
1082,106,"Shrub","commonly"
1121,60,"Herb","commonly"
1820,18,"Shrub","commonly"
1820,886,"Shrub","commonly"
1820,890,"Dwarf shrub","commonly"
1820,296,"Shrub","commonly"
1087,11,"Parasite","commonly"
1087,11,"Herb","commonly"
1820,868,"Dwarf shrub","commonly"
1082,112,"Herb","commonly"
1777,14,"Climber","commonly"
1777,14,"Geophyte","commonly"
1820,887,"Dwarf shrub","commonly"
2110,1,"Herb","commonly"
1704,4,"Shrub","commonly"
1082,100,"Herb","commonly"
1652,8,"Dwarf shrub","commonly"
1115,3,"Herb","commonly"
1115,2,"Herb","commonly"
1709,8,"Herb","commonly"
1709,8,"Succulent","commonly"
1100,5,"Parasite","commonly"
1100,5,"Herb","commonly"
1100,4,"Herb","commonly"
1100,4,"Parasite","commonly"
1820,810,"Dwarf shrub","commonly"
1674,3,"Shrub","commonly"
1674,3,"Herb","commonly"
1652,5,"Herb","commonly"
1174,1,"Graminoid","commonly"
1820,186,"Dwarf shrub","commonly"
1820,419,"Shrub","commonly"
1115,49,"Herb","commonly"
1975,2,"Tree","commonly"
1975,2,"Shrub","occasionally"
1820,185,"Dwarf shrub","commonly"
1972,1,"Shrub","commonly"
1820,465,"Dwarf shrub","commonly"
1820,625,"Shrub","commonly"
1820,373,"Shrub","commonly"
1820,352,"Shrub","commonly"
1671,80,"Herb","commonly"
1671,80,"Succulent","commonly"
1671,76,"Herb","commonly"
1671,76,"Succulent","commonly"
1121,2,"Herb","commonly"
1671,119,"Succulent","commonly"
1671,119,"Herb","commonly"
1671,47,"Herb","commonly"
1671,27,"Shrub","commonly"
1114,21,"Parasite","commonly"
1114,21,"Herb","commonly"
1082,81,"Herb","commonly"
1820,527,"Shrub","commonly"
1820,516,"Shrub","commonly"
1820,510,"Dwarf shrub","commonly"
1820,509,"Dwarf shrub","commonly"
1173,1,"Graminoid","commonly"
1114,26,"Parasite","commonly"
1114,26,"Herb","commonly"
1820,636,"Dwarf shrub","commonly"
1082,84,"Herb","commonly"
1115,33,"Herb","commonly"
1082,85,"Herb","commonly"
1820,554,"Dwarf shrub","commonly"
1820,470,"Dwarf shrub","commonly"
1820,468,"Shrub","commonly"
1820,508,"Dwarf shrub","commonly"
1121,13,"Herb","commonly"
1674,6,"Shrub","commonly"
1683,31,"Shrub","commonly"
1820,271,"Dwarf shrub","commonly"
1820,271,"Shrub","commonly"
1683,26,"Herb","commonly"
1820,272,"Dwarf shrub","commonly"
1685,42,"Herb","commonly"
1123,4,"Parasite","commonly"
1123,4,"Herb","commonly"
1820,694,"Dwarf shrub","commonly"
1121,55,"Herb","commonly"
1820,701,"Dwarf shrub","commonly"
1820,704,"Dwarf shrub","commonly"
1115,65,"Herb","commonly"
1685,4,"Herb","commonly"
1683,86,"Herb","commonly"
1820,719,"Dwarf shrub","commonly"
1820,723,"Shrub","commonly"
1097,3,"Shrub","commonly"
1683,10,"Shrub","commonly"
1115,22,"Herb","commonly"
1115,22,"Scrambler","occasionally"
1652,6,"Herb","commonly"
1115,53,"Herb","commonly"
1683,56,"Herb","commonly"
1671,77,"Herb","commonly"
1671,77,"Succulent","commonly"
1115,18,"Herb","commonly"
1082,86,"Herb","commonly"
1121,68,"Herb","commonly"
1096,5,"Hydrophyte","commonly"
1096,5,"Epihydate","occasionally"
1820,162,"Shrub","commonly"
1820,211,"Dwarf shrub","commonly"
1683,47,"Shrub","commonly"
3574,2,"Herb","commonly"
4034,1,"Climber","commonly"
4034,1,"Tree","commonly"
4034,1,"Shrub","commonly"
4040,4,"Climber","commonly"
4040,4,"Shrub","commonly"
3661,3,"Tree","commonly"
3593,21,"Dwarf shrub","commonly"
3574,4,"Herb","commonly"
2853,95,"Tree","commonly"
2970,1,"Herb","commonly"
2972,1,"Herb","commonly"
3576,11,"Herb","commonly"
2971,1,"Shrub","commonly"
3343,2,"Shrub","commonly"
3021,8,"Shrub","commonly"
1115,91,"Herb","commonly"
1820,1288,"Dwarf shrub","commonly"
1820,1338,"Shrub","commonly"
1115,100,"Herb","commonly"
1820,1337,"Shrub","commonly"
1031,114,"Dwarf shrub","commonly"
7654,1,"Climber","commonly"
1031,37,"Dwarf shrub","commonly"
439,37,"Shrub","commonly"
450,4,"Herb","commonly"
1031,31,"Herb","commonly"
364,214,"Shrub","commonly"
318,4,"Shrub","commonly"
318,4,"Tree","commonly"
1031,22,"Herb","commonly"
1031,28,"Herb","commonly"
437,35,"Dwarf shrub","commonly"
1034,45,"Herb","commonly"
1031,32,"Dwarf shrub","commonly"
1034,4,"Herb","commonly"
437,24,"Dwarf shrub","commonly"
1034,22,"Herb","commonly"
1035,1,"Dwarf shrub","commonly"
1035,1,"Herb","occasionally"
1031,13,"Herb","commonly"
1031,13,"Dwarf shrub","commonly"
1036,5,"Herb","commonly"
1034,42,"Herb","commonly"
450,157,"Dwarf shrub","commonly"
450,72,"Herb","commonly"
244,2,"Herb","commonly"
248,2,"Shrub","commonly"
248,2,"Tree","commonly"
282,5,"Shrub","commonly"
282,5,"Dwarf shrub","commonly"
243,3,"Herb","commonly"
1036,14,"Herb","commonly"
450,176,"Herb","commonly"
450,177,"Herb","commonly"
450,178,"Herb","commonly"
274,11,"Dwarf shrub","commonly"
274,11,"Herb","commonly"
450,212,"Shrub","commonly"
450,212,"Dwarf shrub","commonly"
282,7,"Shrub","commonly"
282,7,"Dwarf shrub","commonly"
1029,2,"Herb","commonly"
450,33,"Herb","commonly"
1031,10,"Herb","commonly"
1031,7,"Herb","commonly"
1031,4,"Herb","commonly"
1031,3,"Herb","commonly"
574,378,"Dwarf shrub","commonly"
574,378,"Herb","occasionally"
