V's Barcoda,Precis Barcode,Casherb,Casno,Family,Clade,Scientific Name,Taxon,Latitude Decimal,Longitude Decimal,Reference Acc
8002272,PRE0213646-0,,,Asteraceae,Arctotidinae,Arctotis arctotoides (L.f.) O.Hoffm. ,ArctoArcto,-33.692864,22.958289,<500m
8002293,PRE0213520-0,,,Asteraceae,Arctotidinae,Arctotis arctotoides (L.f.) O.Hoffm. ,ArctoArcto,-33.622068,19.474882,501-2000m
8002299,NBG0181505-0,,,Asteraceae,Arctotidinae,Arctotis arctotoides (L.f.) O.Hoffm. ,ArctoArcto,-31.45611111,19.08305556,GPS
8002347,NBG0193301-0,,,Asteraceae,Arctotidinae,Arctotis aspera L. var. aspera ,ArctoAspeA,-34.345193,18.474733,<500m
8002350,PRE0614298-0,,,Asteraceae,Arctotidinae,Arctotis aspera L. var. aspera ,ArctoAspeA,-34.187442,18.844475,501-2000m
8002331,NBG0168920-0,,,Asteraceae,Arctotidinae,Arctotis aspera L. var. aspera ,ArctoAspeA,-34.143233,18.327144,501-2000m
8002328,PRE0229743-0,,,Asteraceae,Arctotidinae,Arctotis aspera L. var. aspera ,ArctoAspeA,-34.125033,18.45079,501-2000m
8002335,PRE0229745-0,,,Asteraceae,Arctotidinae,Arctotis aspera L. var. aspera ,ArctoAspeA,-33.96611,18.42528,501-2000m
8002351,PRE0229744-0,,,Asteraceae,Arctotidinae,Arctotis aspera L. var. aspera ,ArctoAspeA,-33.952282,18.390857,501-2000m
8002336,PRE0725757-0,,,Asteraceae,Arctotidinae,Arctotis aspera L. var. aspera ,ArctoAspeA,-33.947656,18.489939,501-2000m
8002330,PRE0834097-0,,,Asteraceae,Arctotidinae,Arctotis aspera L. var. aspera ,ArctoAspeA,-33.732275,21.818634,501-2000m
8002345,PRE0229751-0,,,Asteraceae,Arctotidinae,Arctotis aspera L. var. aspera ,ArctoAspeA,-32.646822,18.482181,<500m
8002343,NBG0033917-0,,,Asteraceae,Arctotidinae,Arctotis aspera L. var. aspera ,ArctoAspeA,-32.631823,19.119274,<500m
8002349,PRE0236662-0,,,Asteraceae,Arctotidinae,Arctotis aspera L. var. aspera ,ArctoAspeA,-32.61271,18.970264,501-2000m
8002332,PRE0766292-0,,,Asteraceae,Arctotidinae,Arctotis aspera L. var. aspera ,ArctoAspeA,-32.318703,18.33327,501-2000m
8002334,NBG0033765-0,,,Asteraceae,Arctotidinae,Arctotis aspera L. var. aspera ,ArctoAspeA,-32.309047,18.34437,501-2000m
8002338,NBG0193298-0,,,Asteraceae,Arctotidinae,Arctotis aspera L. var. aspera ,ArctoAspeA,-32.272651,19.090082,<500m
8002337,PRE0534954-0,,,Asteraceae,Arctotidinae,Arctotis aspera L. var. aspera ,ArctoAspeA,-32.262246,19.099537,501-2000m
8002348,PRE0725251-0,,,Asteraceae,Arctotidinae,Arctotis aspera L. var. aspera ,ArctoAspeA,-32.225084,19.072795,501-2000m
8002357,PRE0229756-0,,,Asteraceae,Arctotidinae,Arctotis aspera L. var. scabra P.J.Bergius ,ArctoAspeS,-33.955131,18.393187,501-2000m
8002363,NBG0033857-1,,,Asteraceae,Arctotidinae,Arctotis aspera L. var. scabra P.J.Bergius ,ArctoAspeS,-32.914079,18.736634,<500m
8002355,NBG0033764-0,,,Asteraceae,Arctotidinae,Arctotis aspera L. var. scabra P.J.Bergius ,ArctoAspeS,-32.850186,19.091123,501-2000m
8002358,PRE0681697-0,,,Asteraceae,Arctotidinae,Arctotis aspera L. var. scabra P.J.Bergius ,ArctoAspeS,-32.784889,18.704851,501-2000m
8002361,NBG0210342-0,,,Asteraceae,Arctotidinae,Arctotis aspera L. var. scabra P.J.Bergius ,ArctoAspeS,-32.78352778,18.62894444,GPS
8002365,PRE0229753-0,,,Asteraceae,Arctotidinae,Arctotis aspera L. var. scabra P.J.Bergius ,ArctoAspeS,-32.781574,18.71277,501-2000m
8002354,NBG0196005-0,,,Asteraceae,Arctotidinae,Arctotis aspera L. var. scabra P.J.Bergius ,ArctoAspeS,-32.77611111,18.77638889,GPS
8002353,NBG0033763-0,,,Asteraceae,Arctotidinae,Arctotis aspera L. var. scabra P.J.Bergius ,ArctoAspeS,-32.768953,18.649985,501-2000m
8002368,PRE0734030-0,,,Asteraceae,Arctotidinae,Arctotis aspera L. var. scabra P.J.Bergius ,ArctoAspeS,-32.765304,18.586,501-2000m
8002369,PRE0236663-0,,,Asteraceae,Arctotidinae,Arctotis aspera L. var. scabra P.J.Bergius ,ArctoAspeS,-32.737531,18.791392,501-2000m
8002352,PRE0229757-0,,,Asteraceae,Arctotidinae,Arctotis aspera L. var. scabra P.J.Bergius ,ArctoAspeS,-32.609253,18.506839,501-2000m
8002359,PRE0766601-0,,,Asteraceae,Arctotidinae,Arctotis aspera L. var. scabra P.J.Bergius ,ArctoAspeS,-32.548814,18.919255,501-2000m
8002360,PRE0766600-0,,,Asteraceae,Arctotidinae,Arctotis aspera L. var. scabra P.J.Bergius ,ArctoAspeS,-32.548705,18.919231,501-2000m
8002375,PRE0236661-0,,,Asteraceae,Arctotidinae,Arctotis bellidifolia P.J.Bergius ,ArctoBelli,-34.488427,19.599585,<500m
8002389,PRE0673924-0,,,Asteraceae,Arctotidinae,Arctotis bellidifolia P.J.Bergius ,ArctoBelli,-34.448022,20.764807,501-2000m
8002382,PRE0229730-0,,,Asteraceae,Arctotidinae,Arctotis bellidifolia P.J.Bergius ,ArctoBelli,-34.357635,18.472309,<500m
8002391,PRE0229732-0,,,Asteraceae,Arctotidinae,Arctotis bellidifolia P.J.Bergius ,ArctoBelli,-34.174447,21.629416,<500m
8002376,PRE0654607-0,,,Asteraceae,Arctotidinae,Arctotis bellidifolia P.J.Bergius ,ArctoBelli,-34.162591,21.397284,501-2000m
8002395,NBG0168922-0,,,Asteraceae,Arctotidinae,Arctotis bellidifolia P.J.Bergius ,ArctoBelli,-33.683471,18.713843,501-2000m
8002384,PRE0568389-0,,,Asteraceae,Arctotidinae,Arctotis bellidifolia P.J.Bergius ,ArctoBelli,-33.333381,18.269659,501-2000m
8002380,NBG0033847-2,,,Asteraceae,Arctotidinae,Arctotis bellidifolia P.J.Bergius ,ArctoBelli,-32.914079,18.736634,<500m
8002386,PRE0806123-0,,,Asteraceae,Arctotidinae,Arctotis bellidifolia P.J.Bergius ,ArctoBelli,-32.374066,19.058377,501-2000m
8002387,NBG0168921-0,,,Asteraceae,Arctotidinae,Arctotis bellidifolia P.J.Bergius ,ArctoBelli,-32.370094,19.046395,<500m
8002379,NBG0033893-0,,,Asteraceae,Arctotidinae,Arctotis bellidifolia P.J.Bergius ,ArctoBelli,-32.12051,19.178363,501-2000m
8002404,NBG0193300-0,,,Asteraceae,Arctotidinae,Arctotis breviscapa Thunb. ,ArctoBrevi,-33.587063,18.647572,501-2000m
8002402,NBG0033732-0,,,Asteraceae,Arctotidinae,Arctotis breviscapa Thunb. ,ArctoBrevi,-33.48333333,18.48333333,501-2000m
8002405,NBG0153484-0,,,Asteraceae,Arctotidinae,Arctotis breviscapa Thunb. ,ArctoBrevi,-32.841206,18.565412,<500m
8002403,NBG0033728-0,,,Asteraceae,Arctotidinae,Arctotis breviscapa Thunb. ,ArctoBrevi,-32.59174,18.749785,501-2000m
8001931,PRE0605092-0,,,Asteraceae,Arctotidinae,Arctotheca calendula (L.) Levyns ,ArctoCalen,-34.831545,19.99592,<500m
8001923,PRE0216950-0,,,Asteraceae,Arctotidinae,Arctotheca calendula (L.) Levyns ,ArctoCalen,-34.598575,20.114513,<500m
8001944,PRE0682900-0,,,Asteraceae,Arctotidinae,Arctotheca calendula (L.) Levyns ,ArctoCalen,-34.593457,20.319794,501-2000m
8001840,PRE0613027-0,,,Asteraceae,Arctotidinae,Arctotheca calendula (L.) Levyns ,ArctoCalen,-34.45099,20.434961,501-2000m
8001900,PRE0215467-0,,,Asteraceae,Arctotidinae,Arctotheca calendula (L.) Levyns ,ArctoCalen,-34.383836,21.767858,501-2000m
8001830,PRE0602860-0,,,Asteraceae,Arctotidinae,Arctotheca calendula (L.) Levyns ,ArctoCalen,-34.362675,21.426876,<500m
8001832,PRE0613026-0,,,Asteraceae,Arctotidinae,Arctotheca calendula (L.) Levyns ,ArctoCalen,-34.341038,21.878754,501-2000m
8001831,PRE0624904-0,,,Asteraceae,Arctotidinae,Arctotheca calendula (L.) Levyns ,ArctoCalen,-34.207485,21.68288,<500m
8001910,PRE0215468-0,,,Asteraceae,Arctotidinae,Arctotheca calendula (L.) Levyns ,ArctoCalen,-34.166363,24.65479,501-2000m
8001886,PRE0215458-0,,,Asteraceae,Arctotidinae,Arctotheca calendula (L.) Levyns ,ArctoCalen,-34.140267,18.326341,501-2000m
8001906,PRE0633976-0,,,Asteraceae,Arctotidinae,Arctotheca calendula (L.) Levyns ,ArctoCalen,-34.132185,18.436171,<500m
8001907,PRE0604413-0,,,Asteraceae,Arctotidinae,Arctotheca calendula (L.) Levyns ,ArctoCalen,-34.097481,18.504725,<500m
8001947,PRE0216980-0,,,Asteraceae,Arctotidinae,Arctotheca calendula (L.) Levyns ,ArctoCalen,-34.07712,18.74744,501-2000m
8001884,PRE0215496-0,,,Asteraceae,Arctotidinae,Arctotheca calendula (L.) Levyns ,ArctoCalen,-34.075087,20.455599,501-2000m
8001862,PRE0215490-0,,,Asteraceae,Arctotidinae,Arctotheca calendula (L.) Levyns ,ArctoCalen,-34.036336,22.941375,501-2000m
8001934,PRE0724048-0,,,Asteraceae,Arctotidinae,Arctotheca calendula (L.) Levyns ,ArctoCalen,-34.013646,24.342858,501-2000m
8001933,PRE0215485-0,,,Asteraceae,Arctotidinae,Arctotheca calendula (L.) Levyns ,ArctoCalen,-34.003611,23.458858,501-2000m
8001873,PRE0316148-0,,,Asteraceae,Arctotidinae,Arctotheca calendula (L.) Levyns ,ArctoCalen,-33.995953,22.055939,<500m
8001829,PRE0619619-0,,,Asteraceae,Arctotidinae,Arctotheca calendula (L.) Levyns ,ArctoCalen,-33.985047,21.154833,501-2000m
8001921,PRE0796532-0,,,Asteraceae,Arctotidinae,Arctotheca calendula (L.) Levyns ,ArctoCalen,-33.976809,18.947777,<500m
8001834,PRE0548657-0,,,Asteraceae,Arctotidinae,Arctotheca calendula (L.) Levyns ,ArctoCalen,-33.934111,18.829933,<500m
8001943,PRE0633977-0,,,Asteraceae,Arctotidinae,Arctotheca calendula (L.) Levyns ,ArctoCalen,-33.932372,18.863447,501-2000m
8001824,PRE0216962-0,,,Asteraceae,Arctotidinae,Arctotheca calendula (L.) Levyns ,ArctoCalen,-33.906041,24.146301,<500m
8001893,PRE0549076-0,,,Asteraceae,Arctotidinae,Arctotheca calendula (L.) Levyns ,ArctoCalen,-33.905008,18.823461,501-2000m
8001917,PRE0216975-0,,,Asteraceae,Arctotidinae,Arctotheca calendula (L.) Levyns ,ArctoCalen,-33.889051,19.004202,501-2000m
8001854,PRE0569799-0,,,Asteraceae,Arctotidinae,Arctotheca calendula (L.) Levyns ,ArctoCalen,-33.862814,19.059571,501-2000m
8001905,PRE0216945-0,,,Asteraceae,Arctotidinae,Arctotheca calendula (L.) Levyns ,ArctoCalen,-33.76614,20.118311,501-2000m
8001937,PRE0826623-0,,,Asteraceae,Arctotidinae,Arctotheca calendula (L.) Levyns ,ArctoCalen,-33.622068,19.474882,501-2000m
8001880,PRE0483833-0,,,Asteraceae,Arctotidinae,Arctotheca calendula (L.) Levyns ,ArctoCalen,-33.582664,18.362871,501-2000m
8001894,PRE0216959-0,,,Asteraceae,Arctotidinae,Arctotheca calendula (L.) Levyns ,ArctoCalen,-33.569481,18.326144,501-2000m
8001859,PRE0793699-0,,,Asteraceae,Arctotidinae,Arctotheca calendula (L.) Levyns ,ArctoCalen,-33.533933,20.924732,501-2000m
8001846,PRE0216928-0,,,Asteraceae,Arctotidinae,Arctotheca calendula (L.) Levyns ,ArctoCalen,-33.492916,22.651579,501-2000m
8001858,PRE0755797-0,,,Asteraceae,Arctotidinae,Arctotheca calendula (L.) Levyns ,ArctoCalen,-33.469949,20.632556,501-2000m
8001835,PRE0804967-0,,,Asteraceae,Arctotidinae,Arctotheca calendula (L.) Levyns ,ArctoCalen,-33.463201,20.589196,501-2000m
8001932,PRE0216961-0,,,Asteraceae,Arctotidinae,Arctotheca calendula (L.) Levyns ,ArctoCalen,-33.428057,18.978476,501-2000m
8001885,PRE0216942-0,,,Asteraceae,Arctotidinae,Arctotheca calendula (L.) Levyns ,ArctoCalen,-32.759727,18.027229,501-2000m
8001874,PRE0568385-0,,,Asteraceae,Arctotidinae,Arctotheca calendula (L.) Levyns ,ArctoCalen,-32.63055556,19.07166667,<500m
8001877,PRE0624903-0,,,Asteraceae,Arctotidinae,Arctotheca calendula (L.) Levyns ,ArctoCalen,-32.61331,18.295484,501-2000m
8001848,PRE0216949-0,,,Asteraceae,Arctotidinae,Arctotheca calendula (L.) Levyns ,ArctoCalen,-32.276508,19.21668,501-2000m
8001833,PRE0359575-0,,,Asteraceae,Arctotidinae,Arctotheca calendula (L.) Levyns ,ArctoCalen,-32.040083,18.321478,501-2000m
8001935,PRE0216963-0,,,Asteraceae,Arctotidinae,Arctotheca calendula (L.) Levyns ,ArctoCalen,-31.942446,19.239452,501-2000m
8001950,PRE0215482-0,,,Asteraceae,Arctotidinae,Arctotheca calendula (L.) Levyns ,ArctoCalen,-31.918554,18.713441,<500m
8001890,PRE0215486-0,,,Asteraceae,Arctotidinae,Arctotheca calendula (L.) Levyns ,ArctoCalen,-31.806634,18.62837,501-2000m
8001895,PRE0667920-0,,,Asteraceae,Arctotidinae,Arctotheca calendula (L.) Levyns ,ArctoCalen,-31.706955,18.903083,<500m
8002407,SAM0039936-0,,,Asteraceae,Arctotidinae,Arctotis dregei Turcz. ,ArctoDrege,-34.15,19.95,501-2000m
8002411,PRE0236669-0,,,Asteraceae,Arctotidinae,Arctotis elongata Thunb. ,ArctoElong,-33.719819,23.167465,501-2000m
8002414,PRE0705419-0,,,Asteraceae,Arctotidinae,Arctotis elongata Thunb. ,ArctoElong,-33.498358,23.636771,501-2000m
8002440,NBG0193266-0,,,Asteraceae,Arctotidinae,Arctotis fastuosa Jacq. ,ArctoFastu,-33.786834,21.610692,501-2000m
8002425,NBG0033999-0,,,Asteraceae,Arctotidinae,Arctotis fastuosa Jacq. ,ArctoFastu,-33.235195,20.635416,501-2000m
8002437,NBG0193271-0,,,Asteraceae,Arctotidinae,Arctotis fastuosa Jacq. ,ArctoFastu,-32.143607,19.225692,501-2000m
8002449,PRE0229705-0,,,Asteraceae,Arctotidinae,Arctotis fastuosa Jacq. ,ArctoFastu,-31.753254,18.650954,501-2000m
8002459,NBG0172401-0,,,Asteraceae,Arctotidinae,Arctotis fastuosa Jacq. ,ArctoFastu,-31.46888889,19.07416667,GPS
8002480,NBG0193272-0,,,Asteraceae,Arctotidinae,Arctotis fastuosa Jacq. ,ArctoFastu,-31.419524,19.159169,501-2000m
8001966,NBG0197431-0,,,Asteraceae,Arctotidinae,Arctotheca forbesiana (DC.) K.Lewin ,ArctoForbe,-34.2486,19.425322,<500m
8001965,NBG0191065-0,,,Asteraceae,Arctotidinae,Arctotheca forbesiana (DC.) K.Lewin ,ArctoForbe,-34.24716667,19.42343333,GPS
8001955,NBG0198412-0,,,Asteraceae,Arctotidinae,Arctotheca forbesiana (DC.) K.Lewin ,ArctoForbe,-34.19472222,19.63388889,GPS
8001968,120849,,,Asteraceae,Arctotidinae,Arctotheca forbesiana (DC.) K.Lewin ,ArctoForbe,-34.12583333,18.85972222,501-2000m
8001964,NBG0198532-0,,,Asteraceae,Arctotidinae,Arctotheca forbesiana (DC.) K.Lewin ,ArctoForbe,-34.03137,18.722542,501-2000m
8001954,120851,,,Asteraceae,Arctotidinae,Arctotheca forbesiana (DC.) K.Lewin ,ArctoForbe,-33.938959,18.486423,501-2000m
8001959,120845,,,Asteraceae,Arctotidinae,Arctotheca forbesiana (DC.) K.Lewin ,ArctoForbe,-33.523089,18.594249,501-2000m
8002495,PRE0613687-0,,,Asteraceae,Arctotidinae,Arctotis hirsuta (Harv.) Beauverd ,ArctoHirsu,-34.457549,20.399251,501-2000m
8002496,NBG0168924-0,,,Asteraceae,Arctotidinae,Arctotis hirsuta (Harv.) Beauverd ,ArctoHirsu,-34.455941,20.398239,501-2000m
8002528,PRE0214686-0,,,Asteraceae,Arctotidinae,Arctotis hirsuta (Harv.) Beauverd ,ArctoHirsu,-33.915807,18.38667,501-2000m
8002525,118531,,,Asteraceae,Arctotidinae,Arctotis hirsuta (Harv.) Beauverd ,ArctoHirsu,-33.909576,18.474092,501-2000m
8002498,PRE0214688-0,,,Asteraceae,Arctotidinae,Arctotis hirsuta (Harv.) Beauverd ,ArctoHirsu,-33.790553,18.54782,<500m
8002551,NBG0193263-0,,,Asteraceae,Arctotidinae,Arctotis hirsuta (Harv.) Beauverd ,ArctoHirsu,-33.72328,18.737546,501-2000m
8002550,PRE0642742-0,,,Asteraceae,Arctotidinae,Arctotis hirsuta (Harv.) Beauverd ,ArctoHirsu,-33.722577,18.739281,<500m
8002534,PRE0214685-0,,,Asteraceae,Arctotidinae,Arctotis hirsuta (Harv.) Beauverd ,ArctoHirsu,-33.227394,20.582669,501-2000m
8002515,NBG0185175-0,,,Asteraceae,Arctotidinae,Arctotis hirsuta (Harv.) Beauverd ,ArctoHirsu,-33.034284,18.67522,501-2000m
8002546,NBG0168925-0,,,Asteraceae,Arctotidinae,Arctotis hirsuta (Harv.) Beauverd ,ArctoHirsu,-33.01989,17.94631,<500m
8002489,120235,,,Asteraceae,Arctotidinae,Arctotis hirsuta (Harv.) Beauverd ,ArctoHirsu,-33.004985,17.943631,501-2000m
8002494,NBG0169382-0,,,Asteraceae,Arctotidinae,Arctotis hirsuta (Harv.) Beauverd ,ArctoHirsu,-32.971472,17.935441,501-2000m
8002492,NBG0168923-0,,,Asteraceae,Arctotidinae,Arctotis hirsuta (Harv.) Beauverd ,ArctoHirsu,-32.952262,17.89978,501-2000m
8002503,NBG0034010-0,,,Asteraceae,Arctotidinae,Arctotis hirsuta (Harv.) Beauverd ,ArctoHirsu,-32.919362,17.981142,501-2000m
8002497,PRE0214748-0,,,Asteraceae,Arctotidinae,Arctotis hirsuta (Harv.) Beauverd ,ArctoHirsu,-32.310134,18.3454,501-2000m
8002504,NBG0034011-0,,,Asteraceae,Arctotidinae,Arctotis hirsuta (Harv.) Beauverd ,ArctoHirsu,-32.309047,18.34437,501-2000m
8002501,NBG0037675-0,,,Asteraceae,Arctotidinae,Arctotis hirsuta (Harv.) Beauverd ,ArctoHirsu,-32.016248,18.310476,501-2000m
8002553,PRE0214680-0,,,Asteraceae,Arctotidinae,Arctotis hirsuta (Harv.) Beauverd ,ArctoHirsu,-31.918554,18.713441,<500m
8002543,120234,,,Asteraceae,Arctotidinae,Arctotis hirsuta (Harv.) Beauverd ,ArctoHirsu,-31.869769,18.683604,501-2000m
8002509,PRE0214684-0,,,Asteraceae,Arctotidinae,Arctotis hirsuta (Harv.) Beauverd ,ArctoHirsu,-31.359654,19.143771,<500m
8002560,NBG0168890-0,,,Asteraceae,Arctotidinae,Arctotis incisa Thunb. ,ArctoIncis,-34.260468,21.435284,501-2000m
8002568,NBG0193273-0,,,Asteraceae,Arctotidinae,Arctotis incisa Thunb. ,ArctoIncis,-33.82305556,19.45666667,GPS
8002565,NBG0168889-0,,,Asteraceae,Arctotidinae,Arctotis incisa Thunb. ,ArctoIncis,-33.778271,19.466273,501-2000m
8002562,NBG0120722-0,,,Asteraceae,Arctotidinae,Arctotis incisa Thunb. ,ArctoIncis,-33.523089,18.594249,501-2000m
8002561,NBG0033889-0,,,Asteraceae,Arctotidinae,Arctotis incisa Thunb. ,ArctoIncis,-33.48333333,18.48333333,501-2000m
8002563,NBG0191415-0,,,Asteraceae,Arctotidinae,Arctotis incisa Thunb. ,ArctoIncis,-33.025198,18.65613,501-2000m
8002559,NBG0033863-0,,,Asteraceae,Arctotidinae,Arctotis incisa Thunb. ,ArctoIncis,-32.846252,18.570101,<500m
8002572,PRE0229737-0,,,Asteraceae,Arctotidinae,Arctotis lanceolata Harv. ,ArctoLance,-34.34167,18.99667,501-2000m
8002576,PRE0229740-0,,,Asteraceae,Arctotidinae,Arctotis lanceolata Harv. ,ArctoLance,-33.346701,19.111509,501-2000m
8002578,PRE0214558-0,,,Asteraceae,Arctotidinae,Arctotis lanceolata Harv. ,ArctoLance,-33.321451,19.094827,500m - 2000m
8002623,PRE0236056-0,,,Asteraceae,Arctotidinae,Arctotis perfoliata (Less.) Beauverd ,ArctoPerfo,-33.829781,23.74082,501-2000m
8002626,PRE0758712-0,,,Asteraceae,Arctotidinae,Arctotis perfoliata (Less.) Beauverd ,ArctoPerfo,-33.810307,22.645565,501-2000m
8002641,NBG0116986-2,,,Asteraceae,Arctotidinae,Arctotis pinnatifida Thunb. ,ArctoPinna,-34.715408,19.795647,<500m
8002629,NBG0033912-0,,,Asteraceae,Arctotidinae,Arctotis pinnatifida Thunb. ,ArctoPinna,-34.591618,19.999783,501-2000m
8002643,PRE0725641-0,,,Asteraceae,Arctotidinae,Arctotis pinnatifida Thunb. ,ArctoPinna,-34.448924,20.436347,501-2000m
8002639,PRE0229851-0,,,Asteraceae,Arctotidinae,Arctotis pinnatifida Thunb. ,ArctoPinna,-34.200506,21.667612,501-2000m
8002638,NBG0168891-0,,,Asteraceae,Arctotidinae,Arctotis pinnatifida Thunb. ,ArctoPinna,-34.121491,24.723377,501-2000m
8002627,PRE0724795-0,,,Asteraceae,Arctotidinae,Arctotis pinnatifida Thunb. ,ArctoPinna,-33.998679,21.160773,501-2000m
8001981,PRE0633978-0,,,Asteraceae,Arctotidinae,Arctotheca populifolia (P.J.Bergius) Norl. ,ArctoPopul,-34.467884,20.537648,501-2000m
8002030,PRE0215596-0,,,Asteraceae,Arctotidinae,Arctotheca populifolia (P.J.Bergius) Norl. ,ArctoPopul,-34.451081,20.435462,<500m
8001977,PRE0215601-0,,,Asteraceae,Arctotidinae,Arctotheca populifolia (P.J.Bergius) Norl. ,ArctoPopul,-34.35054,18.922098,501-2000m
8001990,PRE0552769-0,,,Asteraceae,Arctotidinae,Arctotheca populifolia (P.J.Bergius) Norl. ,ArctoPopul,-34.316152,18.460845,501-2000m
8002032,PRE0682793-0,,,Asteraceae,Arctotidinae,Arctotheca populifolia (P.J.Bergius) Norl. ,ArctoPopul,-34.207093,22.012618,<500m
8002011,PRE0216886-0,,,Asteraceae,Arctotidinae,Arctotheca populifolia (P.J.Bergius) Norl. ,ArctoPopul,-34.166363,24.65479,501-2000m
8002012,PRE0216900-0,,,Asteraceae,Arctotidinae,Arctotheca populifolia (P.J.Bergius) Norl. ,ArctoPopul,-34.137048,18.433315,501-2000m
8001995,PRE0216887-0,,,Asteraceae,Arctotidinae,Arctotheca populifolia (P.J.Bergius) Norl. ,ArctoPopul,-34.136878,18.432354,501-2000m
8002014,PRE0216903-0,,,Asteraceae,Arctotidinae,Arctotheca populifolia (P.J.Bergius) Norl. ,ArctoPopul,-34.077916,18.559365,501-2000m
8002022,PRE0215598-0,,,Asteraceae,Arctotidinae,Arctotheca populifolia (P.J.Bergius) Norl. ,ArctoPopul,-34.055041,22.241989,501-2000m
8001974,PRE0722197-0,,,Asteraceae,Arctotidinae,Arctotheca populifolia (P.J.Bergius) Norl. ,ArctoPopul,-34.028661,22.792077,501-2000m
8002000,PRE0215592-0,,,Asteraceae,Arctotidinae,Arctotheca populifolia (P.J.Bergius) Norl. ,ArctoPopul,-34.009446,25.349152,501-2000m
8002026,PRE0216913-0,,,Asteraceae,Arctotidinae,Arctotheca populifolia (P.J.Bergius) Norl. ,ArctoPopul,-34.003611,23.458858,501-2000m
8002021,PRE0486267-0,,,Asteraceae,Arctotidinae,Arctotheca populifolia (P.J.Bergius) Norl. ,ArctoPopul,-33.981661,23.550541,501-2000m
8002002,PRE0215593-0,,,Asteraceae,Arctotidinae,Arctotheca populifolia (P.J.Bergius) Norl. ,ArctoPopul,-33.977009,25.64021,501-2000m
8002001,PRE0215594-0,,,Asteraceae,Arctotidinae,Arctotheca populifolia (P.J.Bergius) Norl. ,ArctoPopul,-33.975476,25.646533,501-2000m
8002025,PRE0216914-0,,,Asteraceae,Arctotidinae,Arctotheca populifolia (P.J.Bergius) Norl. ,ArctoPopul,-33.974545,25.645355,501-2000m
8001979,PRE0534768-0,,,Asteraceae,Arctotidinae,Arctotheca populifolia (P.J.Bergius) Norl. ,ArctoPopul,-33.804408,18.47001,<500m
8002013,PRE0216904-0,,,Asteraceae,Arctotidinae,Arctotheca populifolia (P.J.Bergius) Norl. ,ArctoPopul,-33.800056,18.462322,501-2000m
8001986,PRE0215603-0,,,Asteraceae,Arctotidinae,Arctotheca populifolia (P.J.Bergius) Norl. ,ArctoPopul,-33.756323,18.466819,501-2000m
8002004,PRE0216892-0,,,Asteraceae,Arctotidinae,Arctotheca populifolia (P.J.Bergius) Norl. ,ArctoPopul,-32.759727,18.027229,501-2000m
8001973,PRE0216905-0,,,Asteraceae,Arctotidinae,Arctotheca populifolia (P.J.Bergius) Norl. ,ArctoPopul,-32.188792,18.328705,<500m
8002048,PRE0588570-0,,,Asteraceae,Arctotidinae,Arctotheca prostrata (Salisb.) Britten ,ArctoProst,-34.363068,21.434723,501-2000m
8002057,PRE0691220-0,,,Asteraceae,Arctotidinae,Arctotheca prostrata (Salisb.) Britten ,ArctoProst,-34.053126,22.435071,<500m
8002046,PRE0228393-0,,,Asteraceae,Arctotidinae,Arctotheca prostrata (Salisb.) Britten ,ArctoProst,-34.02205,23.897164,501-2000m
8002049,PRE0654602-0,,,Asteraceae,Arctotidinae,Arctotheca prostrata (Salisb.) Britten ,ArctoProst,-33.992931,22.570591,501-2000m
8002045,PRE0707567-0,,,Asteraceae,Arctotidinae,Arctotheca prostrata (Salisb.) Britten ,ArctoProst,-33.978476,22.421437,501-2000m
8002056,PRE0216919-0,,,Asteraceae,Arctotidinae,Arctotheca prostrata (Salisb.) Britten ,ArctoProst,-33.961738,18.917409,501-2000m
8002038,NBG0197848-0,,,Asteraceae,Arctotidinae,Arctotheca prostrata (Salisb.) Britten ,ArctoProst,-32.94668333,19.36555,GPS
8002047,NBG0195620-0,,,Asteraceae,Arctotidinae,Arctotheca prostrata (Salisb.) Britten ,ArctoProst,-32.906339,19.301671,501-2000m
8002051,NBG0196639-0,,,Asteraceae,Arctotidinae,Arctotheca prostrata (Salisb.) Britten ,ArctoProst,-32.53888889,19.26666667,GPS
8002649,NBG0193282-0,,,Asteraceae,Arctotidinae,Arctotis revoluta Jacq. ,ArctoRevol,-32.158555,19.188429,501-2000m
8002646,NBG0033848-2,,,Asteraceae,Arctotidinae,Arctotis revoluta Jacq. ,ArctoRevol,-32.143607,19.225692,501-2000m
8002645,NBG0033872-0,,,Asteraceae,Arctotidinae,Arctotis revoluta Jacq. ,ArctoRevol,-32.139643,19.015675,501-2000m
8002650,NBG0193285-0,,,Asteraceae,Arctotidinae,Arctotis revoluta Jacq. ,ArctoRevol,-32.019524,18.520995,<500m
8002656,PRE0570200-0,,,Asteraceae,Arctotidinae,Arctotis revoluta Jacq. ,ArctoRevol,-31.51027778,19.11861111,GPS
8002658,NBG0063344-0,,,Asteraceae,Arctotidinae,Arctotis revoluta Jacq. ,ArctoRevol,-31.363366,19.026907,501-2000m
8002697,PRE0744666-0,,,Asteraceae,Arctotidinae,Arctotis semipapposa (DC.) Beauverd ,ArctoSemip,-34.703309,19.812867,501-2000m
